year,nation,player,player_id,dob,local_team,role,surname,age,wc_played,odis,bat_avg,centuries,bowl_avg,fives
1996,kenya,Kennedy Otieno,24714,11 March 1972,"Ruaraka,Nairobi",wk,,,,,,,,
1996,kenya,Brijal Patel,24776,14 November 1977,"Premier,Nairobi",,,,,,,,,
1996,kenya,Martin Suji,24725,2 June 1971,"Aga Khan,Nairobi",,,,,,,,,
1996,kenya,David Tikolo,24726,27 December 1964,,,,,,,,,,
1996,kenya,Steve Tikolo,24728,25 June 1971,"Swamibapa,Nairobi",,,,,,,,,
1996,netherlands,Steven Lubbers,24920,24 March 1953,Hermes DVS,c,,,,,,,,
1996,netherlands,Flavian Aponso,24857,28 October 1952,Sebastianites CAC,,,,,,,,,
1996,netherlands,PaulJan Bakker,24860,19 September 1957,,,,,,,,,,
1996,netherlands,Peter Cantrell,24874,28 October 1962,Kampong,,,,,,,,,
1996,netherlands,Nolan Clarke,24875,22 June 1948,VVV Amsterdam,,,,,,,,,
1996,netherlands,Eric Gouka,24897,29 January 1970,,,,,,,,,,
1996,netherlands,Floris Jansen,24911,10 June 1962,Voorburg CC,,,,,,,,,
1996,netherlands,Tim de Leede,24882,25 January 1968,Voorburg CC,,,,,,,,,
1996,netherlands,Roland Lefebvre,24918,7 February 1963,Glamorgan,,,,,,,,,
1996,netherlands,KlaasJan van Noortwijk,24974,10 July 1970,VOC Rotterdam,,,,,,,,,
1996,netherlands,Robert van Oosterom,24975,16 October 1968,,,,,,,,,,
1996,netherlands,Marcel Schewe,24888,10 March 1969,,wk,,,,,,,,
1996,netherlands,Reinout Scholte,24945,10 August 1967,VOC Rotterdam,wk,,,,,,,,
1996,netherlands,Bas Zuiderent,24990,3 March 1977,,,,,,,,,,
1996,new_zealand,Lee Germon,37101,4 November 1968,Canterbury,c/wk,,,,12,12.85,0,,
1996,new_zealand,Nathan Astle,36185,15 September 1971,Canterbury,,,,,16,36.8,2,53.28,0
1996,new_zealand,Chris Cairns,36597,13 June 1970,Canterbury,,,,,38,27.33,1,31.05,0
1996,new_zealand,Stephen Fleming,37000,1 April 1973,Canterbury,,,,,36,29.18,0,,0
1996,new_zealand,Chris Harris,37232,20 November 1969,Canterbury,,,,,57,23.48,0,35.13,0
1996,new_zealand,Robert Kennedy,37530,3 June 1972,Otago,,,,,1,,,,0
1996,new_zealand,Gavin Larsen,37601,27 September 1962,Wellington,,,,,76,17.76,0,41.83,0
1996,new_zealand,Danny Morrison,37730,3 February 1966,Auckland,,,,,85,9,0,28.38,1
1996,new_zealand,Dion Nash,38008,20 November 1971,Northern Districts,,,,,21,10.9,0,42.05,0
1996,new_zealand,Adam Parore,38117,23 January 1971,Auckland,,,,,44,37.48,1,,
1996,new_zealand,Dipak Patel,57851,25 October 1958,Auckland,,,,,,,,,
1996,new_zealand,Craig Spearman,38401,4 July 1972,Central Districts,,,,,6,19.5,0,,
1996,new_zealand,Shane Thomson,38613,27 January 1969,Northern Districts,,,,,48,23,0,36.35,0
1996,new_zealand,Roger Twose,38624,17 April 1968,Wellington,,,,,11,31.5,0,34.75,0
1996,pakistan,Wasim Akram,43547,3 June 1966,PIA,c,,,,193,14.55,0,22.26,5
1996,pakistan,Aamer Sohail,38967,14 September 1966,Allied Bank Limited,vc,,,,85,32.31,3,35.23,0
1996,pakistan,Aaqib Javed,38970,5 August 1972,Allied Bank Limited,,,,,121,10.28,0,31.05,2
1996,pakistan,AtaurRehman,39015,28 March 1975,Allied Bank Limited,,,,,25,6.75,0,46.66,0
1996,pakistan,Ijaz Ahmed,40551,20 September 1968,Habib Bank,,,,,121,26.56,4,90.66,0
1996,pakistan,InzamamulHaq,40570,3 March 1970,Faisalabad,,,,,96,41.32,4,21,0
1996,pakistan,Javed Miandad,40879,12 June 1957,Habib Bank,,,,,228,41.86,8,42.42,0
1996,pakistan,Mushtaq Ahmed,41316,28 June 1970,Multan,,,,,90,9.06,0,33.28,0
1996,pakistan,Rameez Raja,42420,14 August 1962,Lahore,,,,,170,33.69,9,,0
1996,pakistan,Rashid Latif,42423,14 October 1965,Karachi,wk,,,,70,15.23,0,,
1996,pakistan,Saeed Anwar,42605,6 September 1968,National Bank,,,,,82,33.86,8,43.33,0
1996,pakistan,Saleem Malik,42623,16 April 1963,Lahore,,,,,214,32.77,5,32.87,1
1996,pakistan,Saqlain Mushtaq,42628,29 December 1976,Pakistan Intl. Airlines,,,,,5,15,0,21.62,0
1996,pakistan,Waqar Younis,43543,16 November 1971,United Bank Limited,,,,,112,9.57,0,22.02,7
1996,south_africa,Hansie Cronje,44485,25 September 1969,Free State,c,,,,77,35.92,2,33.33,1
1996,south_africa,Paul Adams,43919,20 January 1977,Western Province,,,,,3,0,0,16.5,0
1996,south_africa,Daryl Cullinan,44489,4 March 1967,Transvaal,,,,,41,25.75,0,,
1996,south_africa,Fanie de Villiers,44696,13 October 1964,Northern Transvaal,,,,,62,8.2,0,28.62,0
1996,south_africa,Allan Donald,44716,20 October 1966,Warwickshire,,,,,57,4.25,0,25.54,1
1996,south_africa,Andrew Hudson,45458,17 March 1965,KwaZuluNatal,,,,,60,29.05,1,,
1996,south_africa,Jacques Kallis,45789,16 October 1975,Western Province,,,,,7,27.66,0,,0
1996,south_africa,Gary Kirsten,45813,23 November 1967,Western Province,,,,,35,35.71,2,,0
1996,south_africa,Craig Matthews,46189,15 February 1965,Western Province,,,,,43,9.53,0,23.6,0
1996,south_africa,Brian McMillan,46214,22 December 1963,Western Province,,,,,48,27.22,1,37.54,0
1996,south_africa,Steve Palframan,46724,12 May 1970,Boland,wk,,,,1,10,0,,
1996,south_africa,Shaun Pollock,46774,16 July 1973,Warwickshire,,,,,7,32,0,16.3,0
1996,south_africa,Jonty Rhodes,46973,27 July 1969,KwaZuluNatal,,,,,76,28.14,0,,
1996,south_africa,Pat Symcox,47267,14 April 1960,KwaZuluNatal,,,,,19,8.69,0,29.11,0
1996,sri_lanka,Arjuna Ranatunga,50244,1 December 1963,Sinhalese SC,c,,,,178,35.3,2,47.78,0
1996,sri_lanka,Aravinda de Silva,48462,17 October 1965,Nondescripts,vc,,,,175,31.23,3,43,0
1996,sri_lanka,Upul Chandana,48369,7 May 1972,Tamil Union C&AC,,,,,5,15.33,0,,0
1996,sri_lanka,Marvan Atapattu,48124,22 November 1970,Sinhalese SC,,,,,7,10.75,0,,0
1996,sri_lanka,Kumar Dharmasena,48469,24 April 1971,Bloomfield,,,,,27,24.1,0,32.13,0
1996,sri_lanka,Asanka Gurusinha,49005,16 September 1966,Nondescripts,,,,,128,27.64,2,51.42,0
1996,sri_lanka,Romesh Kaluwitharana,49361,24 November 1969,Sebastianites,wk,,,,40,15.73,0,,
1996,sri_lanka,Sanath Jayasuriya,49209,30 June 1969,Bloomfield,,,,,99,19.73,1,34.7,1
1996,sri_lanka,Roshan Mahanama,49626,31 May 1966,Bloomfield,,,,,136,29.94,4,,0
1996,sri_lanka,Muttiah Muralitharan,49636,17 April 1972,Tamil Union,,,,,35,5.16,0,35.16,0
1996,sri_lanka,Ravindra Pushpakumara,49863,21 July 1975,Colts CC,,,,,18,17,0,49.07,0
1996,sri_lanka,Hashan Tillakaratne,50744,14 July 1967,Nondescripts,,,,,123,28.82,2,35,0
1996,sri_lanka,Chaminda Vaas,50804,27 January 1974,Colts CC,,,,,41,17.9,0,26.18,0
1996,sri_lanka,Pramodya Wickramasinghe,50848,14 August 1971,Burgher RC,,,,,76,6.94,0,41.56,0
1996,sri_lanka,Chandika Hathurusingha,49125,13 September 1968,Tamil Union,,,,,32,22.34,0,43.85,0
1996,sri_lanka,Russell Arnold,48122,25 October 1973,Nondescripts,,,,,,,,,
1996,uae,Sultan Zarawani,25547,24 January 1961,,c,,,,2,5,0,48,0
1996,uae,Arshad Laeeq,25532,28 November 1970,,,,,,2,17.5,0,,0
1996,uae,Azhar Saeed,25533,25 December 1970,,,,,,2,1.5,0,,0
1996,uae,Imtiaz Abbasi,25535,9 June 1968,,wk,,,,2,8,0,,
1996,uae,Mazhar Hussain,25536,25 October 1967,,,,,,2,40,0,,
1996,uae,Mohammad Aslam,25538,7 September 1961,,,,,,,,,,
1996,uae,Mohammad Ishaq,25539,7 March 1963,,,,,,2,13.5,0,,
1996,uae,Vijay Mehra,25537,17 October 1963,,,,,,2,24,0,,
1996,uae,Ganesh Mylvaganam,25540,1 August 1966,,,,,,,,,,
1996,uae,SaeedAlSaffar,25542,31 July 1968,,,,,,,,,,
1996,uae,Saleem Raza,25543,5 July 1964,,,,,,2,11,0,35.5,0
1996,uae,Johanne Samarasekera,25544,22 February 1968,,,,,,2,34,0,79,0
1996,uae,Shaukat Dukanwala,25534,21 January 1957,,,,,,,,,,
1996,uae,Shehzad Altaf,25545,6 October 1957,,,,,,,,,,
1996,west_indies,Richie Richardson,52810,12 January 1962,Northern Transvaal,c,,,,218,32.85,5,46,0
1996,west_indies,Jimmy Adams,51100,9 January 1968,Jamaica,,,,,50,27.68,0,29.5,0
1996,west_indies,Curtly Ambrose,51107,21 September 1963,Leeward Islands,,,,,122,11.19,0,23.06,4
1996,west_indies,Keith Arthurton,51110,21 February 1965,Leeward Islands,,,,,81,29.46,0,26.57,0
1996,west_indies,Ian Bishop,51226,24 October 1967,Trinidad and Tobago,,,,,66,14.21,0,23.02,2
1996,west_indies,Courtney Browne,51232,7 December 1970,Barbados,wk,,,,13,10.25,0,,
1996,west_indies,Sherwin Campbell,51462,1 January 1970,Barbados,,,,,22,25.13,0,,
1996,west_indies,Shivnarine Chanderpaul,51469,16 August 1974,Guyana,,,,,18,29.53,0,206,0
1996,west_indies,Cameron Cuffy,51487,8 February 1970,Windward Islands,,,,,9,10,0,48,0
1996,west_indies,Ottis Gibson,51885,16 March 1969,Barbados,,,,,10,18.71,0,15.07,2
1996,west_indies,Roger Harper,52045,17 March 1963,Guyana,,,,,93,16.53,0,36.69,0
1996,west_indies,Roland Holder,52059,22 December 1967,Barbados,,,,,18,27.5,0,,
1996,west_indies,Brian Lara,52337,2 May 1969,Trinidad and Tobago,,,,,92,44.07,6,11,0
1996,west_indies,Courtney Walsh,53216,30 October 1962,Jamaica,,,,,150,8.09,0,30.36,1
1996,west_indies,Phil Simmons,52934,18 April 1963,Trinidad and Tobago,,,,,111,28.76,4,33.87,0
1996,zimbabwe,Andy Flower,55427,28 April 1968,Mashonaland,c/wk,,,,38,30.37,1,,0
1996,zimbabwe,Eddo Brandes,55267,5 March 1963,Mashonaland,,,,,26,11.05,0,36.56,0
1996,zimbabwe,Alistair Campbell,55301,23 September 1972,Manicaland,,,,,30,22.57,1,33.5,0
1996,zimbabwe,Sean Davies,55360,15 October 1973,Mashonaland,,,,,2,6.5,0,,
1996,zimbabwe,Craig Evans,55412,29 November 1969,Matabeleland,,,,,,,,,
1996,zimbabwe,Grant Flower,55429,20 December 1970,Mashonaland,,,,,28,28.72,0,37.69,0
1996,zimbabwe,Charlie Lock,55560,10 September 1962,Mashonaland,,,,,1,,,,0
1996,zimbabwe,Henry Olonga,55675,3 July 1976,Matabeleland,,,,,2,6,0,91,0
1996,zimbabwe,Stephen Peall,55691,2 September 1969,Mashonaland,,,,,16,6.83,0,82.42,0
1996,zimbabwe,Bryan Strang,55756,9 June 1972,Mashonaland,,,,,6,7,0,29.71,0
1996,zimbabwe,Paul Strang,55758,28 July 1970,Mashonaland,,,,,11,20.71,0,41.2,0
1996,zimbabwe,Heath Streak,55761,16 March 1974,Matabeleland,,,,,20,15.09,0,26.32,0
1996,zimbabwe,Andy Waller,55840,25 September 1959,Mashonaland,,,,,24,25.15,0,,
1996,zimbabwe,Guy Whittall,55848,5 September 1972,Mashonaland,,,,,19,20.47,0,32.62,0
1999,australia,Steve Waugh,8192,2 June 1965,New South Wales,c,,,,251,31.01,1,34.62,0
1999,australia,Michael Bevan,4144,8 May 1970,New South Wales,,,,,94,60.84,3,41.55,0
1999,australia,Damien Fleming,5239,24 April 1970,Victoria,,,,,44,6.4,0,24.32,1
1999,australia,Paul Reiffel,7326,19 April 1966,Victoria,,,,,83,14.5,0,28.42,0
1999,australia,Shane Warne,8166,13 September 1969,Victoria,,,,,104,11.62,0,25.19,1
1999,australia,Mark Waugh,8189,2 June 1965,New South Wales,,,,,170,39.17,11,31.21,1
1999,australia,Shane Lee,6282,8 August 1973,New South Wales,,,,,12,18,0,53.5,0
1999,australia,Brendon Julian,6056,10 August 1970,Western Australia,,,,,14,10.22,0,33.5,0
1999,australia,Tom Moody,6628,2 October 1965,Western Australia,,,,,58,21.55,0,39.72,0
1999,australia,Darren Lehmann,6285,5 February 1970,South Australia,,,,,34,34.96,1,46.16,0
1999,australia,Glenn McGrath,6565,9 February 1970,New South Wales,,,,,82,4.08,0,26.02,2
1999,australia,Adam Gilchrist,5390,14 November 1971,Western Australia,wk,,,,47,34.29,4,,
1999,australia,Adam Dale,4890,30 December 1968,Queensland,,,,,21,18.33,0,34.9,0
1999,australia,Ricky Ponting,7133,19 December 1974,Tasmania,,,,,64,41.8,5,62,0
1999,australia,Damien Martyn,6513,21 October 1971,Western Australia,,,,,27,22.94,0,80,0
1999,bangladesh,Aminul Islam,56224,2 February 1968,,c,,,,21,31.18,0,73,0
1999,bangladesh,Akram Khan,56221,1 November 1968,,,,,,21,22.8,0,,0
1999,bangladesh,Faruk Ahmed,55885,24 July 1966,,,,,,5,17.8,0,,
1999,bangladesh,Shahriar Hossain,56104,,,,,,,5,8.2,0,,
1999,bangladesh,Mehrab Hossain,55970,22 September 1978,,,,,,1,6,0,,
1999,bangladesh,Enamul Haque,55878,27 February 1966,,,,,,12,7.88,0,72.8,0
1999,bangladesh,Niamur Rashid,56044,1 January 1975,,,,,,,,,,
1999,bangladesh,Naimur Rahman,56035,19 September 1974,,,,,,8,19.14,0,104.5,0
1999,bangladesh,Khaled Mahmud,55952,26 July 1971,,,,,,6,26.4,0,23.14,0
1999,bangladesh,Khaled Mashud,55954,8 February 1976,Rajshahi,wk,,,,16,10.63,0,,
1999,bangladesh,Mohammad Rafique,55973,5 September 1970,,,,,,12,16.16,0,32.06,0
1999,bangladesh,Shafiuddin Ahmed,56101,1 June 1973,,,,,,5,8.5,0,32,0
1999,bangladesh,Hasibul Hossain,55909,3 June 1977,,,,,,15,8.72,0,48.92,0
1999,bangladesh,Manjural Islam,55968,7 November 1979,,,,,,,,,,
1999,bangladesh,Minhajul Abedin,55971,25 September 1965,,,,,,23,14.22,0,44.88,0
1999,england,Alec Stewart,20372,8 April 1963,Surrey,c/wk,,,,113,31.27,2,,
1999,england,Ian Austin,8590,30 May 1966,,,,,,4,14.5,0,59.66,0
1999,england,Robert Croft,10881,25 May 1970,Glamorgan,,,,,37,15.62,0,35.6,0
1999,england,Mark Ealham,12466,27 August 1969,Kent,,,,,26,19.47,0,34.03,1
1999,england,Neil Fairbrother,12803,9 September 1963,,,,,,64,42.44,1,,0
1999,england,Andrew Flintoff,12856,6 December 1977,Lancashire,,,,,,,,,
1999,england,Angus Fraser,12909,8 August 1965,Middlesex,,,,,37,13.55,0,29.64,0
1999,england,Darren Gough,13411,18 September 1970,Yorkshire,,,,,52,11.86,0,24.07,2
1999,england,Graeme Hick,14187,23 May 1966,Worcestershire,,,,,83,40.32,5,39,0
1999,england,Adam Hollioake,14244,5 September 1971,Surrey,,,,,27,30.16,0,27.37,0
1999,england,Nasser Hussain,14325,28 March 1968,Essex,,,,,24,23.73,0,,
1999,england,Nick Knight,15913,28 November 1969,,,,,,36,42.75,3,,
1999,england,Alan Mullally,17121,12 July 1969,Leicestershire,,,,,19,5.2,0,25.84,0
1999,england,Graham Thorpe,21537,1 August 1969,Surrey,,,,,44,40.05,0,48.5,0
1999,england,Vince Wells,22365,6 August 1965,,,,,,3,10,0,25,0
1999,india,Mohammad Azharuddin,26329,8 February 1963,Hyderabad,c,,,,310,37.89,7,39.91,0
1999,india,Sourav Ganguly,28779,8 July 1972,Bengal,,,,,90,40.33,5,38.96,1
1999,india,Ajay Jadeja,29632,1 February 1971,Haryana,vc,,,,154,35.91,4,74.57,0
1999,india,Sadagoppan Ramesh,33066,16 October 1975,Tamil Nadu,,,,,,,,,
1999,india,Rahul Dravid,28114,11 January 1973,Karnataka,,,,,70,34.79,2,,0
1999,india,Robin Singh,34059,14 September 1963,Tamil Nadu,,,,,72,28.92,1,40.4,1
1999,india,Ajit Agarkar,26184,4 December 1977,Mumbai,,,,,30,16.09,0,23.75,0
1999,india,Anil Kumble,30176,17 October 1970,Karnataka,,,,,158,10.17,0,27.55,2
1999,india,Nayan Mongia,31036,19 December 1969,Baroda,wk,,,,123,19.73,0,,
1999,india,Sachin Tendulkar,35320,24 April 1973,Mumbai,,,,,211,42.39,21,46.74,1
1999,india,Venkatesh Prasad,32345,5 August 1969,Karnataka,,,,,104,5.5,0,34.48,0
1999,india,Nikhil Chopra,27641,19 August 1973,Uttar Pradesh,,,,,11,15.4,0,46,0
1999,india,Debasis Mohanty,31025,20 July 1976,Odisha,,,,,20,9,0,36.9,0
1999,india,Javagal Srinath,34105,31 August 1969,Karnataka,,,,,153,11.7,0,27.14,3
1999,india,Amay Khurasiya,30112,18 May 1972,Madhya Pradesh,,,,,,,,,
1999,kenya,Aasif Karim,24699,15 September 1963,"Jaffery,Mombasa",c,,,,20,11.16,0,38.64,1
1999,kenya,Maurice Odumbe,24708,15 June 1969,"Aga Khan,Nairobi",,,,,20,26.23,0,34.64,0
1999,kenya,Ravindu Shah,24719,28 August 1972,"Nairobi Gymkhana,Kisumu",,,,,5,42.6,0,,0
1999,kenya,Kennedy Otieno,24714,11 March 1972,"Ruaraka,Nairobi",wk,,,,20,32.88,1,,
1999,kenya,Steve Tikolo,24728,25 June 1971,"Swamibapa,Nairobi",,,,,20,26.36,0,34.15,0
1999,kenya,Hitesh Modi,24701,13 October 1971,"Nairobi Gymkhana,Kisumu",,,,,20,28.18,0,,0
1999,kenya,Sandeep Gupta,24694,7 April 1967,,,,,,3,14.33,0,,
1999,kenya,Thomas Odoyo,24705,12 May 1978,"Nairobi Gymkhana,Kisumu",,,,,19,14.53,0,53.09,0
1999,kenya,Tony Suji,24723,5 February 1976,"Aga Khan,Nairobi",,,,,8,19.33,0,51.33,0
1999,kenya,Martin Suji,24725,2 June 1971,"Aga Khan,Nairobi",,,,,19,9.2,0,45.92,0
1999,kenya,Mohammad Sheikh,24721,29 August 1980,,,,,,11,9.5,0,33.9,0
1999,kenya,Joseph Angara,24689,8 November 1971,"Swamibapa,Nairobi",,,,,3,6,0,45,0
1999,kenya,Dipak Chudasama,24692,20 May 1963,,,,,,18,25.35,1,,
1999,kenya,Alpesh Vadher,24729,7 September 1974,"Premier,Nairobi",,,,,8,31,0,,
1999,kenya,Jimmy Kamande,24697,12 December 1978,,,,,,,,,,
1999,new_zealand,Stephen Fleming,37000,1 April 1973,Canterbury,c,,,,96,32.92,3,28,0
1999,new_zealand,Geoff Allott,36179,24 December 1971,Canterbury,,,,,6,7,0,24.66,0
1999,new_zealand,Nathan Astle,36185,15 September 1971,Canterbury,,,,,75,34.41,5,33.34,0
1999,new_zealand,Carl Bulfin,36312,19 August 1973,Wellington,,,,,,,,,
1999,new_zealand,Chris Cairns,36597,13 June 1970,Canterbury,,,,,100,27.15,2,32.59,1
1999,new_zealand,Simon Doull,36835,6 August 1969,Northern Districts,,,,,38,12.76,0,39.29,0
1999,new_zealand,Chris Harris,37232,20 November 1969,Canterbury,,,,,120,30.52,1,34.23,1
1999,new_zealand,Matthew Hart,37237,16 May 1972,Northern Districts,,,,,11,8.16,0,26.69,1
1999,new_zealand,Matthew Horne,37250,5 December 1970,Otago,,,,,29,19.35,0,,
1999,new_zealand,Gavin Larsen,37601,27 September 1962,Wellington,,,,,106,14.66,0,34.22,0
1999,new_zealand,Craig McMillan,37712,13 September 1976,Canterbury,,,,,36,26.78,0,29,0
1999,new_zealand,Dion Nash,38008,20 November 1971,Northern Districts,,,,,51,15.28,0,39.4,0
1999,new_zealand,Adam Parore,38117,23 January 1971,Auckland,wk,,,,107,29.76,1,,
1999,new_zealand,Roger Twose,38624,17 April 1968,Wellington,,,,,30,26.6,0,58.75,0
1999,new_zealand,Daniel Vettori,38710,27 January 1979,Northern Districts,,,,,31,14.45,0,39.68,0
1999,pakistan,Wasim Akram,43547,3 June 1966,PIA,c,,,,254,15.29,0,23.1,5
1999,pakistan,Moin Khan,41306,23 September 1971,,wk,,,,118,23.71,0,,
1999,pakistan,Saleem Malik,42623,16 April 1963,,,,,,276,33.11,5,33.05,1
1999,pakistan,Ijaz Ahmed,40551,20 September 1968,,,,,,215,32.41,9,116,0
1999,pakistan,Waqar Younis,43543,16 November 1971,Rawalpindi,,,,,172,9.96,0,23.12,9
1999,pakistan,Saeed Anwar,42605,6 September 1968,,,,,,161,40.35,15,55.66,0
1999,pakistan,Mushtaq Ahmed,41316,28 June 1970,,,,,,130,9.02,0,33.62,1
1999,pakistan,InzamamulHaq,40570,3 March 1970,Rawalpindi,,,,,171,38.35,5,26,0
1999,pakistan,Saqlain Mushtaq,42628,29 December 1976,Surrey,,,,,88,11.85,0,18.71,4
1999,pakistan,Shahid Afridi,42639,1 March 1980,Habib,,,,,71,24.3,2,54.2,0
1999,pakistan,Azhar Mahmood,39024,28 February 1975,Islamabad,,,,,49,16.74,0,49.47,0
1999,pakistan,Abdul Razzaq,39836,2 December 1979,Lahore,,,,,13,12.62,0,36.25,0
1999,pakistan,Yousuf Youhana,43650,27 August 1974,PIA,,,,,13,53.22,1,,
1999,pakistan,Shoaib Akhtar,42655,13 August 1975,,,,,,5,44,0,41.4,0
1999,pakistan,Wajahatullah Wasti,43539,11 November 1974,,,,,,,,,,
1999,scotland,George Salmond,25109,1 December 1969,,c,,,,,,,,
1999,scotland,Ian Philip,25106,9 June 1958,,,,,,,,,,
1999,scotland,Michael Allingham,25132,6 January 1965,,,,,,,,,,
1999,scotland,John Blain,25087,4 January 1979,Northamptonshire,,,,,,,,,
1999,scotland,James Brinkley,25409,13 March 1974,,,,,,,,,,
1999,scotland,Asim Butt,25429,24 June 1967,,,,,,,,,,
1999,scotland,Alec Davies,25091,14 August 1962,,wk,,,,,,,,
1999,scotland,Nick Dyer,25092,10 September 1969,,,,,,,,,,
1999,scotland,Gavin Hamilton,14020,16 September 1974,Yorkshire,,,,,,,,,
1999,scotland,Bruce Patterson,25105,29 January 1965,,,,,,,,,,
1999,scotland,Keith Sheridan,25110,26 March 1971,,,,,,,,,,
1999,scotland,Mike Smith,25113,30 March 1966,,,,,,,,,,
1999,scotland,Ian Stanger,25115,5 October 1971,,,,,,,,,,
1999,scotland,Peter Steindl,25116,14 June 1970,,,,,,,,,,
1999,scotland,Greig Williamson,25121,28 December 1968,,,,,,,,,,
1999,south_africa,Gary Kirsten,45813,23 November 1967,Western Province,,,,,94,42.28,8,,0
1999,south_africa,Herschelle Gibbs,45224,23 February 1974,Western Province,,,,,20,22.8,1,,
1999,south_africa,Jacques Kallis,45789,16 October 1975,Western Province,,,,,55,38.45,3,33.74,1
1999,south_africa,Daryll Cullinan,44489,4 March 1967,Gauteng,,,,,105,35.27,3,20,0
1999,south_africa,Hansie Cronje,44485,25 September 1969,Free State,c,,,,149,40,2,35.65,1
1999,south_africa,Dale Benkenstein,44070,9 June 1974,KwaZuluNatal,,,,,5,43,0,,
1999,south_africa,Shaun Pollock,46774,16 July 1973,Warwickshire,,,,,60,32.6,0,24.4,1
1999,south_africa,Jonty Rhodes,46973,27 July 1969,KwaZuluNatal,,,,,144,33.16,1,,
1999,south_africa,Mark Boucher,44111,3 December 1976,Border,wk,,,,20,13.4,0,,
1999,south_africa,Allan Donald,44716,20 October 1966,Warwickshire,,,,,107,4.93,0,21.22,2
1999,south_africa,Derek Crookes,44486,5 March 1969,Gauteng,,,,,24,17.35,0,45.86,0
1999,south_africa,Alan Dawson,44682,27 November 1969,Western Province,,,,,1,,,51,0
1999,south_africa,Lance Klusener,45821,4 September 1971,KwaZuluNatal,,,,,43,33.36,0,30.5,4
1999,south_africa,Steve Elworthy,44960,23 February 1965,Northerns,,,,,10,14,0,23.25,0
1999,south_africa,Nicky Boje,44091,20 March 1973,Free State,,,,,12,12.4,0,30.28,0
1999,sri_lanka,Arjuna Ranatunga,50244,1 December 1963,Sinhalese,c,,,,258,36.79,4,47.55,0
1999,sri_lanka,Muttiah Muralitharan,49636,17 April 1972,Lancashire,,,,,109,5.76,0,28.23,2
1999,sri_lanka,Marvan Atapattu,48124,22 November 1970,Sinhalese,,,,,64,35.56,2,,0
1999,sri_lanka,Mahela Jayawardene,49289,27 May 1977,Sinhalese,,,,,14,24.16,1,,0
1999,sri_lanka,Roshan Mahanama,49626,31 May 1966,Bloomfield,,,,,208,29.56,4,,0
1999,sri_lanka,Hashan Tillakaratne,50744,14 July 1967,Nondescripts,,,,,174,29,2,21.6,0
1999,sri_lanka,Romesh Kaluwitharana,49361,24 November 1969,Colts,wk,,,,110,18.08,1,,
1999,sri_lanka,Chaminda Vaas,50804,27 January 1974,Colts,,,,,103,12.91,0,26.3,0
1999,sri_lanka,Aravinda de Silva,48462,17 October 1965,Nondescripts,,,,,248,35.94,11,38.9,0
1999,sri_lanka,Pramodya Wickramasinghe,50848,14 August 1971,,,,,,105,7.93,0,42.84,0
1999,sri_lanka,Ruwan Kalpage,49356,19 February 1970,,,,,,82,21.31,0,39.15,0
1999,sri_lanka,Upul Chandana,48369,7 May 1972,Nondescripts,,,,,46,16.64,0,33.51,0
1999,sri_lanka,Eric Upashantha,50791,10 June 1972,Colts,,,,,3,11,0,30.33,0
1999,sri_lanka,Chandika Hathurusingha,49125,13 September 1968,Moors,,,,,34,21.58,0,47.85,0
1999,sri_lanka,Sanath Jayasuriya,49209,30 June 1969,Bloomfield,,,,,178,28.66,7,35.19,2
1999,west_indies,Brian Lara,52337,2 May 1969,Trinidad and Tobago,c,,,,136,46.03,12,17,0
1999,west_indies,Shivnarine Chanderpaul,51469,16 August 1974,Guyana,,,,,58,36.25,2,39.08,0
1999,west_indies,Ricardo Powell,52681,16 December 1978,Jamaica,,,,,,,,,
1999,west_indies,Stuart Williams,53234,12 August 1969,Leeward,,,,,46,35.73,1,30,0
1999,west_indies,Sherwin Campbell,51462,1 January 1970,Barbados,,,,,38,22.13,0,,
1999,west_indies,Keith Arthurton,51110,21 February 1965,Leeward,,,,,95,28.09,0,25.64,0
1999,west_indies,Ridley Jacobs,52199,26 November 1967,Leeward,wk,,,,15,10.25,0,,
1999,west_indies,Phil Simmons,52934,18 April 1963,Trinidad and Tobago,,,,,133,29.43,5,35.21,0
1999,west_indies,Curtly Ambrose,51107,21 September 1963,Leeward,,,,,155,11.16,0,23.27,4
1999,west_indies,Courtney Walsh,53216,30 October 1962,Jamaica,,,,,185,7.48,0,30.94,1
1999,west_indies,Jimmy Adams,51100,9 January 1968,Jamaica,,,,,74,28.05,0,30.36,1
1999,west_indies,Hendy Bryan,51235,17 March 1970,Barbados,,,,,,,,,
1999,west_indies,Mervyn Dillon,51651,5 June 1974,Trinidad and Tobago,,,,,11,,0,38.66,0
1999,west_indies,Nehemiah Perry,52675,16 June 1968,Jamaica,,,,,,,,,
1999,west_indies,Reon King,52294,6 October 1975,,,,,,6,19,0,43.4,0
1999,zimbabwe,Alistair Campbell,55301,23 September 1972,,c,,,,92,28.67,3,44.75,0
1999,zimbabwe,Andy Flower,55427,28 April 1968,Mashonaland,wk,,,,100,31.97,1,,0
1999,zimbabwe,Grant Flower,55429,20 December 1970,,,,,,87,35.39,2,35.91,0
1999,zimbabwe,Neil Johnson,55528,24 January 1970,,,,,,9,39,1,74.4,0
1999,zimbabwe,Murray Goodwin,55456,11 December 1972,Mashonaland,,,,,26,27.76,1,57.66,0
1999,zimbabwe,Stuart Carlisle,55307,10 May 1972,,,,,,8,11.28,0,,
